%FFID	CHAN	SOU_X	SOU_Y	REC_Y	REC_X	PICK2	SOU_STAT
43	6	512754.46000	4198323.26000	4198306.26000	512738.09000	9.48130	44.20000
43	7	512754.46000	4198323.26000	4198305.31000	512737.77000	9.78596	45.20000
43	8	512754.46000	4198323.26000	4198304.37000	512737.45000	9.39031	44.50000
44	1	512754.05000	4198323.50000	4198311.00000	512739.64000	7.47516	42.40000
44	2	512754.05000	4198323.50000	4198310.04000	512739.37000	7.83367	42.80000
44	3	512754.05000	4198323.50000	4198309.07000	512739.11000	8.00123	42.70000
44	4	512754.05000	4198323.50000	4198308.11000	512738.84000	8.47730	43.50000
44	5	512754.05000	4198323.50000	4198307.14000	512738.58000	8.96080	43.40000
44	6	512754.05000	4198323.50000	4198306.18000	512738.31000	9.35059	44.20000
44	7	512754.05000	4198323.50000	4198305.22000	512738.05000	9.64165	45.30000
44	8	512754.05000	4198323.50000	4198304.25000	512737.78000	9.74729	44.50000
45	1	512753.57000	4198323.68000	4198311.05000	512739.61000	7.40862	42.40000
45	2	512753.57000	4198323.68000	4198310.06000	512739.42000	7.44979	42.40000
45	3	512753.57000	4198323.68000	4198309.08000	512739.24000	7.89302	42.80000
45	4	512753.57000	4198323.68000	4198308.10000	512739.06000	8.34637	43.60000
45	5	512753.57000	4198323.68000	4198307.12000	512738.87000	8.81312	43.50000
45	6	512753.57000	4198323.68000	4198306.13000	512738.69000	9.18841	44.30000
45	7	512753.57000	4198323.68000	4198305.15000	512738.50000	9.47005	45.30000
45	8	512753.57000	4198323.68000	4198304.17000	512738.32000	9.55377	44.30000
46	1	512753.09000	4198323.91000	4198311.12000	512739.66000	7.52283	42.60000
46	2	512753.09000	4198323.91000	4198310.13000	512739.54000	7.64114	42.40000
46	3	512753.09000	4198323.91000	4198309.14000	512739.43000	8.06768	42.70000
46	4	512753.09000	4198323.91000	4198308.14000	512739.32000	8.61080	43.80000
46	5	512753.09000	4198323.91000	4198307.15000	512739.21000	9.05930	43.30000
46	6	512753.09000	4198323.91000	4198306.15000	512739.10000	9.42216	44.20000
46	7	512753.09000	4198323.91000	4198305.16000	512738.99000	9.68062	45.00000
46	8	512753.09000	4198323.91000	4198304.17000	512738.88000	9.16124	44.50000
47	1	512752.61000	4198324.19000	4198311.38000	512739.60000	7.84443	42.60000
47	2	512752.61000	4198324.19000	4198310.38000	512739.52000	7.64318	42.50000
47	3	512752.61000	4198324.19000	4198309.38000	512739.44000	8.16864	42.70000
47	4	512752.61000	4198324.19000	4198308.39000	512739.36000	8.60129	43.70000
47	5	512752.61000	4198324.19000	4198307.39000	512739.27000	9.25393	43.20000
47	6	512752.61000	4198324.19000	4198306.39000	512739.19000	9.41201	44.70000
47	7	512752.61000	4198324.19000	4198305.40000	512739.11000	10.07333	44.90000
47	8	512752.61000	4198324.19000	4198304.40000	512739.03000	9.54768	44.50000
48	1	512751.88000	4198324.60000	4198312.31000	512739.25000	7.50946	42.50000
48	2	512751.88000	4198324.60000	4198311.33000	512739.10000	7.54146	42.60000
48	3	512751.88000	4198324.60000	4198310.34000	512738.95000	7.89018	42.60000
48	4	512751.88000	4198324.60000	4198309.35000	512738.80000	8.44951	43.60000
48	5	512751.88000	4198324.60000	4198308.36000	512738.65000	8.91817	43.30000
48	6	512751.88000	4198324.60000	4198307.37000	512738.50000	9.19506	44.30000
48	7	512751.88000	4198324.60000	4198306.38000	512738.35000	9.57924	45.10000
48	8	512751.88000	4198324.60000	4198305.39000	512738.20000	9.76989	44.40000
49	1	512751.40000	4198324.87000	4198312.55000	512739.15000	7.64398	42.60000
49	2	512751.40000	4198324.87000	4198311.60000	512738.82000	7.64965	42.40000
49	3	512751.40000	4198324.87000	4198310.66000	512738.50000	8.05218	42.70000
49	4	512751.40000	4198324.87000	4198309.71000	512738.17000	8.56950	43.70000
49	5	512751.40000	4198324.87000	4198308.77000	512737.85000	8.98213	43.40000
49	6	512751.40000	4198324.87000	4198307.82000	512737.53000	9.30403	44.10000
49	7	512751.40000	4198324.87000	4198306.87000	512737.20000	9.63378	45.20000
49	8	512751.40000	4198324.87000	4198305.93000	512736.88000	9.85736	44.60000
50	1	512749.46000	4198325.96000	4198312.65000	512739.09000	7.41120	42.10000
50	2	512749.46000	4198325.96000	4198312.57000	512738.09000	7.57185	42.50000
50	3	512749.46000	4198325.96000	4198312.49000	512737.10000	7.84713	42.60000
50	4	512749.46000	4198325.96000	4198312.41000	512736.10000	8.44367	43.90000
50	5	512749.46000	4198325.96000	4198312.33000	512735.10000	8.85525	43.40000
50	6	512749.46000	4198325.96000	4198312.24000	512734.11000	9.17966	44.00000
50	7	512749.46000	4198325.96000	4198312.16000	512733.11000	9.51620	45.20000
50	8	512749.46000	4198325.96000	4198312.08000	512732.11000	9.86335	44.50000
51	1	512748.98000	4198326.23000	4198312.52000	512739.17000	7.50149	42.10000
51	2	512748.98000	4198326.23000	4198312.60000	512738.17000	7.55904	42.50000
51	3	512748.98000	4198326.23000	4198312.67000	512737.17000	7.94812	42.80000
51	4	512748.98000	4198326.23000	4198312.74000	512736.17000	8.56088	43.80000
51	5	512748.98000	4198326.23000	4198312.82000	512735.18000	8.98562	43.60000
51	6	512748.98000	4198326.23000	4198312.89000	512734.18000	9.33904	43.90000
51	7	512748.98000	4198326.23000	4198312.97000	512733.18000	9.70556	45.10000
51	8	512748.98000	4198326.23000	4198313.04000	512732.18000	9.99217	44.50000
52	1	512748.50000	4198326.51000	4198312.42000	512739.24000	7.70298	42.20000
52	2	512748.50000	4198326.51000	4198312.66000	512738.27000	7.74084	42.50000
52	3	512748.50000	4198326.51000	4198312.90000	512737.30000	8.11156	42.80000
52	4	512748.50000	4198326.51000	4198313.14000	512736.33000	8.71291	43.90000
52	5	512748.50000	4198326.51000	4198313.38000	512735.36000	9.24266	43.40000
52	6	512748.50000	4198326.51000	4198313.62000	512734.39000	9.59858	43.80000
52	7	512748.50000	4198326.51000	4198313.86000	512733.42000	9.87855	44.90000
52	8	512748.50000	4198326.51000	4198314.10000	512732.45000	10.18052	44.80000
53	1	512747.94000	4198326.80000	4198312.39000	512739.38000	7.43669	42.00000
53	2	512747.94000	4198326.80000	4198312.81000	512738.47000	7.72513	42.40000
53	3	512747.94000	4198326.80000	4198313.23000	512737.56000	7.85201	42.70000
53	4	512747.94000	4198326.80000	4198313.65000	512736.66000	8.51173	43.80000
53	5	512747.94000	4198326.80000	4198314.07000	512735.75000	9.01112	43.30000
53	6	512747.94000	4198326.80000	4198314.49000	512734.84000	9.44436	43.90000
53	7	512747.94000	4198326.80000	4198314.91000	512733.94000	9.80445	45.00000
53	8	512747.94000	4198326.80000	4198315.33000	512733.03000	10.11346	44.60000
54	1	512747.17000	4198327.16000	4198312.27000	512739.48000	7.53523	42.10000
54	2	512747.17000	4198327.16000	4198312.79000	512738.62000	7.71045	42.20000
54	3	512747.17000	4198327.16000	4198313.32000	512737.77000	8.11653	42.50000
54	4	512747.17000	4198327.16000	4198313.85000	512736.92000	8.66237	43.90000
54	5	512747.17000	4198327.16000	4198314.37000	512736.07000	9.25249	43.40000
54	6	512747.17000	4198327.16000	4198314.90000	512735.22000	9.67572	44.00000
54	7	512747.17000	4198327.16000	4198315.42000	512734.37000	10.04059	44.90000
54	8	512747.17000	4198327.16000	4198315.95000	512733.52000	10.33631	44.60000
55	1	512746.29000	4198327.45000	4198312.13000	512739.61000	7.50499	42.10000
55	2	512746.29000	4198327.45000	4198312.75000	512738.82000	7.65622	42.40000
55	3	512746.29000	4198327.45000	4198313.36000	512738.04000	8.04891	42.70000
55	4	512746.29000	4198327.45000	4198313.98000	512737.25000	8.67893	43.90000
55	5	512746.29000	4198327.45000	4198314.60000	512736.46000	9.24999	43.70000
55	6	512746.29000	4198327.45000	4198315.22000	512735.68000	9.65807	44.60000
55	7	512746.29000	4198327.45000	4198315.84000	512734.89000	10.04657	45.20000
55	8	512746.29000	4198327.45000	4198316.46000	512734.11000	10.30050	44.60000
56	1	512745.37000	4198327.94000	4198312.02000	512739.66000	7.73789	42.20000
56	2	512745.37000	4198327.94000	4198312.70000	512738.92000	7.89583	42.30000
56	3	512745.37000	4198327.94000	4198313.38000	512738.19000	8.28678	42.60000
56	4	512745.37000	4198327.94000	4198314.06000	512737.45000	8.91836	44.00000
56	5	512745.37000	4198327.94000	4198314.74000	512736.72000	9.48619	43.60000
56	6	512745.37000	4198327.94000	4198315.41000	512735.98000	9.90399	44.70000
56	7	512745.37000	4198327.94000	4198316.09000	512735.25000	10.32694	45.30000
56	8	512745.37000	4198327.94000	4198316.77000	512734.52000	10.64693	45.20000
57	1	512744.59000	4198328.42000	4198311.92000	512739.71000	8.03291	42.30000
57	2	512744.59000	4198328.42000	4198312.64000	512739.02000	8.21907	42.40000
57	3	512744.59000	4198328.42000	4198313.37000	512738.33000	8.63057	42.70000
57	4	512744.59000	4198328.42000	4198314.09000	512737.64000	9.28235	44.10000
57	5	512744.59000	4198328.42000	4198314.81000	512736.95000	9.87059	43.70000
57	6	512744.59000	4198328.42000	4198315.54000	512736.26000	10.29199	44.90000
57	7	512744.59000	4198328.42000	4198316.26000	512735.57000	10.65994	45.10000
57	8	512744.59000	4198328.42000	4198316.98000	512734.88000	10.83345	45.30000
58	1	512743.62000	4198329.98000	4198311.71000	512739.81000	8.70069	42.20000
58	2	512743.62000	4198329.98000	4198312.50000	512739.20000	8.88017	42.30000
58	3	512743.62000	4198329.98000	4198313.29000	512738.59000	9.28239	42.60000
58	4	512743.62000	4198329.98000	4198314.08000	512737.98000	9.90975	44.10000
58	5	512743.62000	4198329.98000	4198314.88000	512737.37000	10.45871	43.70000
58	6	512743.62000	4198329.98000	4198315.67000	512736.76000	10.94441	44.80000
58	7	512743.62000	4198329.98000	4198316.46000	512736.14000	11.26660	45.00000
58	8	512743.62000	4198329.98000	4198317.25000	512735.53000	11.52202	44.60000
59	1	512743.42000	4198331.02000	4198311.60000	512739.86000	9.31868	42.30000
59	2	512743.42000	4198331.02000	4198312.42000	512739.28000	9.46124	42.30000
59	3	512743.42000	4198331.02000	4198313.23000	512738.70000	9.82957	42.70000
59	4	512743.42000	4198331.02000	4198314.05000	512738.12000	10.51288	44.10000
59	5	512743.42000	4198331.02000	4198314.86000	512737.54000	11.12625	43.70000
59	6	512743.42000	4198331.02000	4198315.68000	512736.96000	11.55962	44.90000
59	7	512743.42000	4198331.02000	4198316.49000	512736.38000	11.82802	45.10000
59	8	512743.42000	4198331.02000	4198317.30000	512735.80000	12.12793	44.70000
60	1	512743.37000	4198331.85000	4198311.50000	512739.91000	9.61564	42.10000
60	2	512743.37000	4198331.85000	4198312.33000	512739.35000	9.74229	42.40000
60	3	512743.37000	4198331.85000	4198313.16000	512738.80000	10.28446	42.80000
60	4	512743.37000	4198331.85000	4198313.99000	512738.24000	10.94695	44.00000
60	5	512743.37000	4198331.85000	4198314.83000	512737.69000	11.42210	43.60000
60	6	512743.37000	4198331.85000	4198315.66000	512737.13000	11.92884	44.70000
60	7	512743.37000	4198331.85000	4198316.49000	512736.58000	12.25871	44.90000
60	8	512743.37000	4198331.85000	4198317.32000	512736.02000	12.41942	44.50000
61	1	512743.25000	4198332.78000	4198311.39000	512739.96000	10.27976	42.20000
61	2	512743.25000	4198332.78000	4198312.24000	512739.43000	10.48186	42.30000
61	3	512743.25000	4198332.78000	4198313.08000	512738.89000	10.90645	42.60000
61	4	512743.25000	4198332.78000	4198313.93000	512738.36000	11.53950	44.10000
61	5	512743.25000	4198332.78000	4198314.78000	512737.82000	12.09249	43.70000
61	6	512743.25000	4198332.78000	4198315.62000	512737.29000	12.57013	44.80000
61	7	512743.25000	4198332.78000	4198316.47000	512736.76000	12.86366	45.00000
61	8	512743.25000	4198332.78000	4198317.31000	512736.22000	13.09063	44.30000
62	1	512743.28000	4198333.58000	4198311.29000	512740.01000	10.96916	42.30000
62	2	512743.28000	4198333.58000	4198312.15000	512739.49000	11.16017	42.40000
62	3	512743.28000	4198333.58000	4198313.00000	512738.98000	11.56972	42.80000
62	4	512743.28000	4198333.58000	4198313.86000	512738.46000	12.18871	44.20000
62	5	512743.28000	4198333.58000	4198314.71000	512737.94000	12.83059	43.60000
62	6	512743.28000	4198333.58000	4198315.57000	512737.43000	13.18224	44.40000
62	7	512743.28000	4198333.58000	4198316.43000	512736.91000	13.45601	45.10000
62	8	512743.28000	4198333.58000	4198317.28000	512736.40000	13.65581	44.10000
63	1	512743.13000	4198334.31000	4198311.18000	512740.06000	11.40355	42.40000
63	2	512743.13000	4198334.31000	4198312.05000	512739.56000	11.57970	42.40000
63	3	512743.13000	4198334.31000	4198312.91000	512739.06000	12.07415	42.80000
63	4	512743.13000	4198334.31000	4198313.78000	512738.56000	12.67508	43.70000
63	5	512743.13000	4198334.31000	4198314.64000	512738.05000	13.29860	43.70000
63	6	512743.13000	4198334.31000	4198315.51000	512737.55000	13.63031	44.50000
63	7	512743.13000	4198334.31000	4198316.38000	512737.05000	13.87994	44.60000
63	8	512743.13000	4198334.31000	4198317.24000	512736.55000	14.05568	44.00000
64	1	512742.36000	4198336.92000	4198310.87000	512740.21000	13.26782	42.40000
64	2	512742.36000	4198336.92000	4198311.75000	512739.74000	13.41461	42.30000
64	3	512742.36000	4198336.92000	4198312.63000	512739.27000	13.96961	42.70000
64	4	512742.36000	4198336.92000	4198313.52000	512738.80000	14.52708	43.80000
64	5	512742.36000	4198336.92000	4198314.40000	512738.33000	15.10116	43.60000
64	6	512742.36000	4198336.92000	4198315.28000	512737.86000	15.48633	44.60000
64	7	512742.36000	4198336.92000	4198316.16000	512737.39000	15.28381	44.60000
64	8	512742.36000	4198336.92000	4198317.05000	512736.92000	15.78852	44.00000
65	1	512741.63000	4198338.76000	4198310.61000	512740.33000	14.32425	42.40000
65	2	512741.63000	4198338.76000	4198311.50000	512739.88000	14.55024	42.20000
65	3	512741.63000	4198338.76000	4198312.39000	512739.42000	14.98302	42.70000
65	4	512741.63000	4198338.76000	4198313.28000	512738.97000	15.62224	43.80000
65	5	512741.63000	4198338.76000	4198314.17000	512738.51000	16.16986	43.60000
65	6	512741.63000	4198338.76000	4198315.06000	512738.06000	16.52516	44.50000
65	7	512741.63000	4198338.76000	4198315.95000	512737.60000	16.69088	44.50000
65	8	512741.63000	4198338.76000	4198316.84000	512737.15000	16.76587	43.90000
66	1	512741.15000	4198339.84000	4198310.50000	512740.39000	15.20156	42.50000
66	2	512741.15000	4198339.84000	4198311.39000	512739.93000	15.42103	42.40000
66	3	512741.15000	4198339.84000	4198312.29000	512739.48000	15.93925	42.80000
66	4	512741.15000	4198339.84000	4198313.18000	512739.03000	16.47020	43.90000
66	5	512741.15000	4198339.84000	4198314.07000	512738.58000	17.10786	43.70000
66	6	512741.15000	4198339.84000	4198314.96000	512738.13000	17.05290	44.40000
66	7	512741.15000	4198339.84000	4198315.86000	512737.68000	17.59951	44.40000
66	8	512741.15000	4198339.84000	4198316.75000	512737.23000	17.66172	44.00000
67	1	512740.98000	4198340.33000	4198310.45000	512740.41000	15.45743	42.40000
67	2	512740.98000	4198340.33000	4198311.34000	512739.96000	15.67438	42.10000
67	3	512740.98000	4198340.33000	4198312.24000	512739.51000	16.08999	43.00000
67	4	512740.98000	4198340.33000	4198313.13000	512739.06000	16.71806	43.90000
67	5	512740.98000	4198340.33000	4198314.02000	512738.61000	17.25251	43.70000
67	6	512740.98000	4198340.33000	4198314.92000	512738.16000	17.68738	44.60000
67	7	512740.98000	4198340.33000	4198315.81000	512737.72000	17.73572	44.30000
67	8	512740.98000	4198340.33000	4198316.70000	512737.27000	17.79333	44.10000
68	1	512740.13000	4198342.69000	4198310.19000	512740.54000	16.89640	42.30000
68	2	512740.13000	4198342.69000	4198311.08000	512740.09000	17.10334	42.20000
68	3	512740.13000	4198342.69000	4198311.98000	512739.65000	17.60781	42.90000
68	4	512740.13000	4198342.69000	4198312.88000	512739.21000	18.11674	44.40000
68	5	512740.13000	4198342.69000	4198313.78000	512738.77000	18.73055	43.60000
68	6	512740.13000	4198342.69000	4198314.67000	512738.32000	19.05674	44.50000
68	7	512740.13000	4198342.69000	4198315.57000	512737.88000	19.18184	44.50000
68	8	512740.13000	4198342.69000	4198316.47000	512737.44000	19.21338	44.00000
69	1	512739.89000	4198343.56000	4198310.08000	512740.59000	17.25071	42.20000
69	2	512739.89000	4198343.56000	4198310.98000	512740.15000	17.54853	42.10000
69	3	512739.89000	4198343.56000	4198311.88000	512739.71000	18.05017	43.10000
69	4	512739.89000	4198343.56000	4198312.78000	512739.26000	18.55611	44.30000
69	5	512739.89000	4198343.56000	4198313.67000	512738.82000	19.17319	43.70000
69	6	512739.89000	4198343.56000	4198314.57000	512738.38000	19.48857	44.40000
69	7	512739.89000	4198343.56000	4198315.47000	512737.94000	19.60937	44.40000
69	8	512739.89000	4198343.56000	4198316.37000	512737.50000	19.63610	43.90000
70	1	512739.23000	4198345.56000	4198309.82000	512740.71000	18.76786	42.60000
70	2	512739.23000	4198345.56000	4198310.72000	512740.27000	19.25981	42.10000
70	3	512739.23000	4198345.56000	4198311.62000	512739.84000	19.75514	42.80000
70	4	512739.23000	4198345.56000	4198312.52000	512739.40000	20.25378	44.10000
70	5	512739.23000	4198345.56000	4198313.42000	512738.96000	20.75623	43.70000
70	6	512739.23000	4198345.56000	4198314.32000	512738.53000	21.16269	44.50000
70	7	512739.23000	4198345.56000	4198315.22000	512738.09000	21.27369	44.50000
70	8	512739.23000	4198345.56000	4198316.12000	512737.65000	21.28961	44.00000
71	1	512739.09000	4198346.80000	4198309.72000	512740.76000	19.66285	42.50000
71	2	512739.09000	4198346.80000	4198310.62000	512740.33000	19.95398	42.20000
71	3	512739.09000	4198346.80000	4198311.52000	512739.89000	20.44789	42.70000
71	4	512739.09000	4198346.80000	4198312.42000	512739.45000	20.94511	44.50000
71	5	512739.09000	4198346.80000	4198313.32000	512739.02000	21.44590	43.70000
71	6	512739.09000	4198346.80000	4198314.22000	512738.58000	21.85049	44.40000
71	7	512739.09000	4198346.80000	4198315.12000	512738.15000	21.85910	44.30000
71	8	512739.09000	4198346.80000	4198316.02000	512737.71000	21.87237	43.90000
72	1	512739.00000	4198348.05000	4198309.61000	512740.81000	20.36983	42.30000
72	2	512739.00000	4198348.05000	4198310.51000	512740.38000	20.66037	42.20000
72	3	512739.00000	4198348.05000	4198311.41000	512739.94000	21.05353	43.00000
72	4	512739.00000	4198348.05000	4198312.31000	512739.51000	21.54993	44.40000
72	5	512739.00000	4198348.05000	4198313.21000	512739.07000	22.14955	43.60000
72	6	512739.00000	4198348.05000	4198314.11000	512738.64000	22.45277	44.50000
72	7	512739.00000	4198348.05000	4198315.01000	512738.20000	22.55992	44.40000
72	8	512739.00000	4198348.05000	4198315.91000	512737.77000	22.47112	44.10000
73	1	512739.02000	4198349.14000	4198309.51000	512740.86000	21.06059	42.40000
73	2	512739.02000	4198349.14000	4198310.39000	512740.39000	21.36360	42.20000
73	3	512739.02000	4198349.14000	4198311.27000	512739.92000	21.76990	42.80000
73	4	512739.02000	4198349.14000	4198312.15000	512739.44000	22.27966	44.50000
73	5	512739.02000	4198349.14000	4198313.03000	512738.97000	22.89338	44.10000
